Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Niger,NER,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.7067972001129
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,638.336080723299
Niger,NER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,557.572652727864
Niger,NER,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.6844069972649
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.462
Nigeria,NGA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,54.176
Nigeria,NGA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,54.743
Nigeria,NGA,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Nigeria,NGA,Net migration,SM.POP.NETM,-57936
Nigeria,NGA,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Nigeria,NGA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,1596.63696129001
Nigeria,NGA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2416.36198205178
Nigeria,NGA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3160975609756
North Macedonia,MKD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.16
North Macedonia,MKD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.58
North Macedonia,MKD,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
North Macedonia,MKD,Net migration,SM.POP.NETM,-5597
North Macedonia,MKD,Trade (% of GDP),NE.TRD.GNFS.ZS,148.671761949798
North Macedonia,MKD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,67.8177283325146
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,8624.28400232117
North Macedonia,MKD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6393.77346589147
North Macedonia,MKD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,29.6347414984856
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.808
Northern Mariana Islands,MNP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,77.13
Northern Mariana Islands,MNP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.74
Northern Mariana Islands,MNP,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,-1321
Northern Mariana Islands,MNP,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Northern Mariana Islands,MNP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Northern Mariana Islands,MNP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Northern Mariana Islands,MNP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.1121951219512
Norway,NOR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.6
Norway,NOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.7
Norway,NOR,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Norway,NOR,Net migration,SM.POP.NETM,53806
Norway,NOR,Trade (% of GDP),NE.TRD.GNFS.ZS,80.3638456401269
Norway,NOR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.9120990269837
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,87497.3289297342
Norway,NOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,78775.8494196261
Norway,NOR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.2545661042046
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.031
Oman,OMN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.49
Oman,OMN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.882
Oman,OMN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Oman,OMN,Net migration,SM.POP.NETM,156285
Oman,OMN,Trade (% of GDP),NE.TRD.GNFS.ZS,105.916707804376
Oman,OMN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,61.1441440777662
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,20972.4830886637
Oman,OMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17814.0223918279
Oman,OMN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.7343535485265
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.649
Pakistan,PAK,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.332
Pakistan,PAK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.163
Pakistan,PAK,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Pakistan,PAK,Net migration,SM.POP.NETM,-1619557
Pakistan,PAK,Trade (% of GDP),NE.TRD.GNFS.ZS,28.6025773980658
Pakistan,PAK,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,10.4807667523804
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1365.16927410976
Pakistan,PAK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1616.39670074066
Pakistan,PAK,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.0239825358492
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.269
Palau,PLW,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.154
Palau,PLW,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.798
Palau,PLW,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Palau,PLW,Net migration,SM.POP.NETM,-19
Palau,PLW,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Palau,PLW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,15899.4246065324
Palau,PLW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12379.7884074482
Palau,PLW,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.594
Panama,PAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.654
Panama,PAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.557
Panama,PAN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Panama,PAN,Net migration,SM.POP.NETM,7262
Panama,PAN,Trade (% of GDP),NE.TRD.GNFS.ZS,89.5330683837851
Panama,PAN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,46.468393861364
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,18686.4050961265
Panama,PAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16872.8834654731
Panama,PAN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,37.7301749385733
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.134
Papua New Guinea,PNG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.739
Papua New Guinea,PNG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.085
Papua New Guinea,PNG,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Papua New Guinea,PNG,Net migration,SM.POP.NETM,-787
Papua New Guinea,PNG,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Papua New Guinea,PNG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2966.06830432055
Papua New Guinea,PNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2515.29070398356
Papua New Guinea,PNG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.844
Paraguay,PRY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.886
Paraguay,PRY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.953
Paraguay,PRY,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Paraguay,PRY,Net migration,SM.POP.NETM,-12500
Paraguay,PRY,Trade (% of GDP),NE.TRD.GNFS.ZS,82.4052107741817
Paraguay,PRY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.0641902129296
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,6299.99026533643
Paraguay,PRY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6449.23028812992
Paraguay,PRY,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.1583849669119
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.74
Peru,PER,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.413
Peru,PER,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.123
Peru,PER,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Peru,PER,Net migration,SM.POP.NETM,24783
Peru,PER,Trade (% of GDP),NE.TRD.GNFS.ZS,50.7851842068664
Peru,PER,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,27.1353058241207
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,7887.54185920108
Peru,PER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6568.0002779793
Peru,PER,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.1844089781649
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.833
Philippines,PHL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.893
Philippines,PHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.819
Philippines,PHL,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Philippines,PHL,Net migration,SM.POP.NETM,-164284
Philippines,PHL,Trade (% of GDP),NE.TRD.GNFS.ZS,67.4199693173966
Philippines,PHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,26.6368493470555
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3804.08274131097
Philippines,PHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3744.69763802928
Philippines,PHL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.4061516163008
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.5073170731707
Poland,POL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.8
Poland,POL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.4
Poland,POL,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Poland,POL,Net migration,SM.POP.NETM,-7824
Poland,POL,Trade (% of GDP),NE.TRD.GNFS.ZS,110.024935041815
Poland,POL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,57.8812710195434
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,22145.2643088909
Poland,POL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17410.3830137066
Poland,POL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.6684506133329
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2804878048781
Portugal,PRT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.5
Portugal,PRT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.2
Portugal,PRT,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Portugal,PRT,Net migration,SM.POP.NETM,29102
Portugal,PRT,Trade (% of GDP),NE.TRD.GNFS.ZS,93.8637906963574
Portugal,PRT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.5064420603708
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,27386.2920595024
Portugal,PRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,22311.3052246654
Portugal,PRT,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.4780928816205
Puerto Rico (US),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.69
Puerto Rico (US),PRI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.032
Puerto Rico (US),PRI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.243
Puerto Rico (US),PRI,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Puerto Rico (US),PRI,Net migration,SM.POP.NETM,19833
Puerto Rico (US),PRI,Trade (% of GDP),NE.TRD.GNFS.ZS,101.75510031679
Puerto Rico (US),PRI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,53.6966420274551
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,36948.4036416846
Puerto Rico (US),PRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29943.3854973969
Puerto Rico (US),PRI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.3868215417107
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.368
Qatar,QAT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.611
Qatar,QAT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.368
Qatar,QAT,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Qatar,QAT,Net migration,SM.POP.NETM,39995
Qatar,QAT,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Qatar,QAT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,80195.8746508549
Qatar,QAT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,65111.033321485
Qatar,QAT,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6073170731707
Romania,ROU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.9
Romania,ROU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.5
Romania,ROU,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Romania,ROU,Net migration,SM.POP.NETM,-27780
Romania,ROU,Trade (% of GDP),NE.TRD.GNFS.ZS,83.0900673956751
Romania,ROU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.1522005491869
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,18404.2730871704
Romania,ROU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12399.0008278388
Romania,ROU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,25.7736168430604
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.2546341463415
Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.04
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.73
Russian Federation,RUS,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Russian Federation,RUS,Net migration,SM.POP.NETM,27807
Russian Federation,RUS,Trade (% of GDP),NE.TRD.GNFS.ZS,40.8343264105273
Russian Federation,RUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.4927119538767
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,14159.3876953125
Russian Federation,RUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10562.0263671875
Russian Federation,RUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.0076136288036
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.785
Rwanda,RWA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.493
Rwanda,RWA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.886
Rwanda,RWA,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Rwanda,RWA,Net migration,SM.POP.NETM,-9001
Rwanda,RWA,Trade (% of GDP),NE.TRD.GNFS.ZS,64.9069041420041
Rwanda,RWA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,25.0057307202908
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,1027.03446804432
Rwanda,RWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1004.33216719782
Rwanda,RWA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.5855215423605
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.698
Samoa,WSM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.861
Samoa,WSM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.662
Samoa,WSM,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Samoa,WSM,Net migration,SM.POP.NETM,-2810
Samoa,WSM,Trade (% of GDP),NE.TRD.GNFS.ZS,90.6574805627022
Samoa,WSM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.7537995890581
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4330.17840531329
Samoa,WSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4026.10094270386
Samoa,WSM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,37.079250211303
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.706
San Marino,SMR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,84.206
San Marino,SMR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,87.1
San Marino,SMR,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
San Marino,SMR,Net migration,SM.POP.NETM,-190
San Marino,SMR,Trade (% of GDP),NE.TRD.GNFS.ZS,..
San Marino,SMR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,..
San Marino,SMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
San Marino,SMR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.718
Sao Tome and Principe,STP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.239
Sao Tome and Principe,STP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.728
Sao Tome and Principe,STP,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,-592
Sao Tome and Principe,STP,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Sao Tome and Principe,STP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2940.93352926715
Sao Tome and Principe,STP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1380.60169416257
Sao Tome and Principe,STP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.732
Saudi Arabia,SAU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,77.097
Saudi Arabia,SAU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.156
Saudi Arabia,SAU,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Saudi Arabia,SAU,Net migration,SM.POP.NETM,325691
Saudi Arabia,SAU,Trade (% of GDP),NE.TRD.GNFS.ZS,54.1690118283683
Saudi Arabia,SAU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.2425196271434
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,36156.848337701
Saudi Arabia,SAU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,25634.8237547841
Saudi Arabia,SAU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,29.2016398479372
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.683
Senegal,SEN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.79
Senegal,SEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.754
Senegal,SEN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Senegal,SEN,Net migration,SM.POP.NETM,-9999
Senegal,SEN,Trade (% of GDP),NE.TRD.GNFS.ZS,71.3942870327216
Senegal,SEN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.1064628813737
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1698.03387300843
Senegal,SEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1458.96642332589
Senegal,SEN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,41.9268791059851
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.2209756097561
Serbia,SRB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.86
Serbia,SRB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.7
Serbia,SRB,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Serbia,SRB,Net migration,SM.POP.NETM,4348
Serbia,SRB,Trade (% of GDP),NE.TRD.GNFS.ZS,114.493948658228
Serbia,SRB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.0755160883541
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,12281.5058488303
Serbia,SRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8210.55401378745
Serbia,SRB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.615505106431
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9585365853659
Seychelles,SYC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.3
Seychelles,SYC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.8
Seychelles,SYC,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Seychelles,SYC,Net migration,SM.POP.NETM,1809
Seychelles,SYC,Trade (% of GDP),NE.TRD.GNFS.ZS,180.82726250166
Seychelles,SYC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,83.4083692100392
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,18262.7115849287
Seychelles,SYC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16242.4365925219
Seychelles,SYC,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.5743415497622
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.786
Sierra Leone,SLE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.065
Sierra Leone,SLE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.502
Sierra Leone,SLE,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Sierra Leone,SLE,Net migration,SM.POP.NETM,-4000
Sierra Leone,SLE,Trade (% of GDP),NE.TRD.GNFS.ZS,55.8696881550025
Sierra Leone,SLE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.524789735152
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,757.848680560444
Sierra Leone,SLE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1113.86837500697
Sierra Leone,SLE,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.7175941763597
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8951219512195
Singapore,SGP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.7
Singapore,SGP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.2
Singapore,SGP,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Singapore,SGP,Net migration,SM.POP.NETM,26996
Singapore,SGP,Trade (% of GDP),NE.TRD.GNFS.ZS,325.69322405378
Singapore,SGP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,181.561322405378
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,85412.230345235
Singapore,SGP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,66167.3596303607
Singapore,SGP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.2437977714338
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.371
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.698
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.531
Sint Maarten (Dutch part),SXM,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,567
Sint Maarten (Dutch part),SXM,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Sint Maarten (Dutch part),SXM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,38077.5444869761
Sint Maarten (Dutch part),SXM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,33066.2495331081
Sint Maarten (Dutch part),SXM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.0170731707317
Slovak Republic,SVK,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.7
Slovak Republic,SVK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.5
Slovak Republic,SVK,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Slovak Republic,SVK,Net migration,SM.POP.NETM,4933
Slovak Republic,SVK,Trade (% of GDP),NE.TRD.GNFS.ZS,181.033630736396
Slovak Republic,SVK,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,91.2776728440445
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,24673.5482979144
Slovak Republic,SVK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19381.2460735632
Slovak Republic,SVK,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.808918092945
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.9780487804878
Slovenia,SVN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.1
Slovenia,SVN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85
Slovenia,SVN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Slovenia,SVN,Net migration,SM.POP.NETM,5339
Slovenia,SVN,Trade (% of GDP),NE.TRD.GNFS.ZS,160.098444691588
Slovenia,SVN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,83.2510531969521
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,32610.110922729
